,,-0.0,,,-0.0,,,-0.0,,,-0.0,,,-0.0,5
13.31,0.0,-917.142668453,13.31,0.0,-917.142668453,13.31,0.0,-917.142668453,13.31,0.0,-917.142668453,13.31,0.0,-917.142668453,5
13.42,0.0,-935.32926001,13.42,0.0,-935.32926001,13.42,0.0,-935.32926001,13.42,0.0,-935.32926001,13.42,0.0,-935.32926001,5
13.845,0.0,-1007.46215947,13.845,0.0,-1007.46215947,13.845,0.0,-1007.46215947,13.845,0.0,-1007.46215947,7.11350065445,6.73149934555,-1007.1813031,5
14.336,0.0,-1094.51133756,14.336,0.0,-1094.51133756,14.336,0.0,-1094.51133756,14.336,0.0,-1094.51133756,7.48805411505,6.84794588495,-1094.14575407,5
14.5866666667,0.0,-1140.49762917,14.5866666667,0.0,-1140.49762917,14.5866666667,0.0,-1140.49762917,7.67421316273,6.91245350393,-1140.18181394,5.26082993763,6.59571927933,-1139.8673315,5
15.0,0.0,-1218.6225905,15.0,0.0,-1218.6225905,15.0,0.0,-1218.6225905,7.91973487515,7.08026512485,-1218.37596356,5.37861482282,6.80695857679,-1218.16231865,5
15.2625,0.0,-1269.7301035,15.2625,0.0,-1269.7301035,15.2625,0.0,-1269.7301035,8.0913920864,7.1711079136,-1269.58939102,4.28185283319,6.34249399408,-1268.93349663,5
15.4377777778,0.0,-1304.50401821,15.4377777778,0.0,-1304.50401821,15.4377777778,0.0,-1304.50401821,8.19527966085,7.24249811693,-1304.41619902,4.25485931976,6.46188761699,-1303.96457744,5
15.674,0.0,-1352.19283097,15.674,0.0,-1352.19283097,15.674,0.0,-1352.19283097,8.3086530128,7.3653469872,-1352.08896239,4.29920101461,6.57290555017,-1351.6795219,5
15.7545454545,0.0,-1368.67024278,15.7545454545,0.0,-1368.67024278,8.35565711269,7.39888834185,-1368.58933268,5.69721693553,7.11549769737,-1368.30965532,3.55074366761,6.10665121059,-1367.83281032,5
15.86,0.0,-1390.41040173,15.86,0.0,-1390.41040173,8.39371269317,7.46628730683,-1390.28079413,5.7151391573,7.17726571471,-1390.01749426,3.4909281497,6.19111153193,-1389.8340521,5
15.9276923077,0.0,-1404.46555399,15.9276923077,0.0,-1404.46555399,8.41345982057,7.51423248712,-1404.29377389,5.72673143579,7.21661130593,-1404.03405651,3.50482944207,6.2171940458,-1403.82436327,5
15.8757142857,0.0,-1393.66623675,15.8757142857,0.0,-1393.66623675,8.39866907222,7.47704521349,-1393.52758546,5.71158791841,7.19107875571,-1393.28019673,2.95553690666,5.78392270019,-1392.89321119,5
15.884,0.0,-1395.38464586,15.884,0.0,-1395.38464586,8.38251779424,7.50148220576,-1395.18801713,5.68134241102,7.21855390116,-1394.98928953,2.87370767009,5.82557907179,-1394.905409,5
15.8,0.0,-1378.01776286,15.8,0.0,-1378.01776286,8.35350503138,7.44649496862,-1377.85717536,4.26756567284,6.66505286935,-1377.62699014,2.51737440041,5.42921519621,-1377.2754743,5
15.6552941176,0.0,-1348.3819089,15.6552941176,0.0,-1348.3819089,8.318124909,7.33716920865,-1348.34490373,4.24551701434,6.59592926252,-1348.12820171,2.48877806123,5.38308815096,-1347.871319,5
15.55,0.0,-1327.04144514,15.55,0.0,-1327.04144514,8.28065304294,7.26934695706,-1327.06444176,4.19924469473,6.56377127285,-1326.92648814,2.42179428581,5.36949217596,-1326.87674437,5
15.3789473684,0.0,-1292.77448615,15.3789473684,0.0,-1292.77448615,8.24194231307,7.13700505535,-1293.01814711,4.184649508,6.47561324565,-1292.86752423,2.15028804531,5.01141822999,-1292.57769229,5
15.251,0.0,-1267.46674916,8.20207452355,7.04892547645,-1267.84571938,8.20207452355,7.04892547645,-1267.84571938,4.14748769672,6.42547470896,-1267.73785855,2.11231627028,4.97872359171,-1267.58010864,5
15.1247619048,0.0,-1242.76822493,8.16126844668,6.96349345808,-1243.28604044,8.16126844668,6.96349345808,-1243.28604044,4.12056208241,6.36978252124,-1243.20690099,2.07672040204,4.94615664483,-1243.17376546,5
14.9190909091,0.0,-1203.10403556,8.1169878653,6.80210304379,-1204.0506172,5.47293976292,6.69535047235,-1203.93525216,3.31741455467,5.81945724573,-1203.86499424,1.91966238603,4.61097625399,-1203.43958805,5
14.7408695652,0.0,-1169.30873639,8.0735868942,6.66728267102,-1170.65738418,5.45310574285,6.5855104894,-1170.51782484,3.324340624,5.72877495389,-1170.37782171,1.91362336696,4.55202047096,-1170.03203136,5
14.5066666667,0.0,-1125.70721561,8.02470836392,6.48195830274,-1127.77105994,5.4476220973,6.42598393583,-1127.55990321,3.35209116734,5.60025405501,-1127.28674622,1.75671842162,4.26981081339,-1126.79727776,5
14.2528,0.0,-1079.47928232,7.97342874212,6.27937125788,-1082.50481018,5.4465613106,6.24956960885,-1082.21643466,3.37959561424,5.46288183958,-1081.81934632,1.78673208515,4.17870467961,-1081.2028709,5
14.0430769231,0.0,-1042.0982102,7.92599523492,6.11708168816,-1045.97721128,5.43260942214,6.11389711034,-1045.65607627,3.37776642532,5.36304051848,-1045.23247707,1.76399314425,4.12134190554,-1044.80401777,5
13.7903703704,0.0,-998.02360335,7.87032664848,5.92004372189,-1003.10502327,5.42148898127,5.94627813175,-1002.75018352,2.82902349871,4.94019091108,-1002.27136763,1.6260278131,3.87982911861,-1001.7043631,5
13.5735714286,0.0,-961.051366571,7.81863291935,5.75493850922,-967.22239902,5.40128848816,5.810908107,-966.857637388,2.81557739384,4.85536839144,-966.398394995,1.62195913128,3.81707152818,-965.798152376,5
13.3793103448,0.0,-928.578845229,7.76803031007,5.61128003476,-935.729265387,5.3727730105,5.69784966585,-935.362548352,2.79195616597,4.78520490046,-934.947595623,1.58320284758,3.77406151579,-934.588760527,5
13.1593333333,0.0,-892.553611344,7.70916271856,5.45017061477,-900.870745898,5.34115282418,5.56936694846,-900.50287036,2.77278023827,4.70202945584,-900.100196739,1.47559567526,3.5694664721,-899.441881735,5
12.9967741935,0.0,-866.438846881,7.66073744309,5.33603675046,-875.55677525,5.30390708565,5.48557114641,-875.189421386,2.75145503044,4.64355484718,-874.802085376,1.45292369225,3.53102214179,-874.263779819,5
