,,-0.0,,,-0.0,,,-0.0,,,-0.0,,,-0.0,2
26.24,0.0,-4499.29709536,26.24,0.0,-4499.29709536,26.24,0.0,-4499.29709536,26.24,0.0,-4499.29709536,26.24,0.0,-4499.29709536,2
26.2333333333,0.0,-4496.66142425,26.2333333333,0.0,-4496.66142425,26.2333333333,0.0,-4496.66142425,26.2333333333,0.0,-4496.66142425,26.2333333333,0.0,-4496.66142425,2
26.14,0.0,-4459.85099265,26.14,0.0,-4459.85099265,26.14,0.0,-4459.85099265,26.14,0.0,-4459.85099265,13.117565744,13.022434256,-4459.80841248,2
25.952,0.0,-4386.20802396,25.952,0.0,-4386.20802396,25.952,0.0,-4386.20802396,25.952,0.0,-4386.20802396,13.0960703537,12.8559296463,-4386.04349492,2
25.84,0.0,-4342.65530237,25.84,0.0,-4342.65530237,25.84,0.0,-4342.65530237,13.0673186267,12.7726813733,-4342.44313422,8.74666459699,12.087060387,-4342.39317523,2
25.7657142857,0.0,-4313.89982431,25.7657142857,0.0,-4313.89982431,25.7657142857,0.0,-4313.89982431,13.0351837541,12.7305305316,-4313.67919136,8.6998414142,12.067918551,-4313.67318093,2
25.7625,0.0,-4312.65796339,25.7625,0.0,-4312.65796339,25.7625,0.0,-4312.65796339,13.0269926101,12.7355073899,-4312.44848284,6.53207320709,11.1031876444,-4312.4270436,2
25.7333333333,0.0,-4301.398195,25.7333333333,0.0,-4301.398195,25.7333333333,0.0,-4301.398195,12.996166823,12.7371665104,-4301.21695163,6.52785671817,11.0885942017,-4301.1750219,2
25.644,0.0,-4267.01163657,25.644,0.0,-4267.01163657,25.644,0.0,-4267.01163657,12.9281751636,12.7158248364,-4266.8718928,6.5370708482,11.0314719117,-4266.70422608,2
25.4836363636,0.0,-4205.66367045,25.4836363636,0.0,-4205.66367045,12.8554458022,12.6281905614,-4205.51062773,8.68120731555,11.8811895501,-4205.26697324,5.26923699899,10.1074197279,-4205.09399453,2
25.2716666667,0.0,-4125.3213065,25.2716666667,0.0,-4125.3213065,12.8157442514,12.4559224153,-4125.05662836,8.69857341522,11.719024143,-4124.72587423,5.29215774028,9.99034076398,-4124.49901487,2
24.9876923077,0.0,-4019.01913272,24.9876923077,0.0,-4019.01913272,12.7813662957,12.206326012,-4018.65320179,8.71857840431,11.5040031022,-4018.28568563,5.32894910037,9.83054853684,-4017.94891237,2
24.7014285714,0.0,-3913.40038983,24.7014285714,0.0,-3913.40038983,12.7490019666,11.9524266048,-3913.11176197,8.72716252697,11.2956062012,-3912.75621181,4.49639314974,9.03854895607,-3912.1962475,2
24.4093333333,0.0,-3807.22036414,24.4093333333,0.0,-3807.22036414,12.7087322727,11.7006010606,-3807.23682527,8.71604603284,11.0974079679,-3806.90177206,4.49170131075,8.91195062324,-3806.3396941,2
24.115,0.0,-3701.84750357,24.115,0.0,-3701.84750357,12.6597237912,11.4552762088,-3702.38722273,6.61004423644,10.110724515,-3701.77978317,3.8872888526,8.26437059706,-3701.24149582,2
23.7835294118,0.0,-3585.12186711,23.7835294118,0.0,-3585.12186711,12.5952747498,11.188254662,-3586.47390326,6.59698344826,9.92860812439,-3585.81102317,3.89911748276,8.12617733352,-3585.15692155,2
23.4266666667,0.0,-3461.74811969,23.4266666667,0.0,-3461.74811969,12.520791247,10.9058754196,-3464.24801403,6.59078839974,9.72815327803,-3463.55016847,3.91531591257,7.97643493356,-3462.78946931,2
23.0810526316,0.0,-3344.52310824,23.0810526316,0.0,-3344.52310824,12.4456292025,10.6354234291,-3348.41233342,6.58355938444,9.53523315178,-3347.73913373,3.45958462011,7.43112441173,-3346.77029658,2
22.777,0.0,-3243.22779588,12.3757905564,10.4012094436,-3248.53317412,12.3757905564,10.4012094436,-3248.53317412,6.56316315048,9.37440890033,-3247.88973595,3.43219142046,7.33108070941,-3247.03025336,2
