delta_mean,delta_std,delta_entropy,theta_mean,theta_std,theta_entropy,alpha_mean,alpha_std,alpha_entropy,beta_mean,beta_std,beta_entropy,gamma_mean,gamma_std,gamma_entropy,userId
3.33409282582,1.8307488608,-134.093593649,2.55485337359,1.71122237452,-136.71999427,1.83429281536,1.65499546517,-136.329973595,1.09331446726,1.38701622842,-134.348787705,0.654553888972,1.09497458954,-132.592599447,1
3.3884907442,1.91096034668,-144.056624427,2.55640144392,1.80001648498,-146.080736748,1.86743449814,1.69052537978,-145.89525231,1.12578291075,1.40855794012,-143.730109989,0.679696908037,1.11231865095,-141.747687108,1
3.44903071972,2.01920567776,-156.801623454,2.553625461,1.91454517454,-158.200783374,1.89251453352,1.75125058827,-158.301942261,1.14779933678,1.44772249606,-156.109457323,0.696794322078,1.14012700813,-153.974734011,1
3.51306120146,2.15564097262,-172.416705816,2.54869389929,2.05131927016,-173.284817011,1.91426795331,1.83139249613,-173.684568468,1.16437859213,1.50011778767,-171.535267623,0.705772118218,1.17745724717,-169.383029159,1
3.57767286829,2.31671435389,-190.741912627,2.5449715585,2.20321755065,-191.234204613,1.93790309,1.9225427152,-191.847547648,1.17907156859,1.56059249433,-189.704377587,0.710094376751,1.221644202,-187.643132234,1
3.64057369592,2.49739485409,-211.519967883,2.54759037666,2.36123147734,-211.777390495,1.95976258284,2.02477611438,-212.548973211,1.18720825758,1.63007095411,-210.392742016,0.716939792522,1.26806872329,-208.258657477,1
3.70045085848,2.69348666526,-234.565902245,2.56339498902,2.51665068833,-234.665189836,1.97698403751,2.13770823947,-235.601142458,1.18800446379,1.7077006722,-233.446740384,0.7178072323,1.31976625559,-231.300723275,1
3.75511661489,2.89683242493,-259.119997447,2.59509019074,2.66193535805,-259.094579247,1.98812156428,2.25670299609,-260.195043706,1.18548042156,1.78792067703,-258.051890234,0.710377199869,1.37546898704,-256.076748072,1
3.80173555946,3.09529796792,-283.722395049,2.63482234172,2.79492816396,-283.620371929,1.98849981791,2.37702620359,-284.805826179,1.17391128862,1.86909045447,-282.772680209,0.696602288837,1.43066471017,-281.00268984,1
3.83939925325,3.28261115819,-307.437546881,2.67287764513,2.91846674611,-307.320236011,1.97445999881,2.49657054491,-308.415246137,1.1471926299,1.95096458663,-306.622565942,0.671327321107,1.48548392296,-305.159884238,1
3.86912761348,3.46077642294,-330.335418482,2.70474673253,3.03720369757,-330.247657136,1.95600550219,2.60828115639,-330.951455194,1.11628643768,2.02744445043,-329.415917833,0.648402480804,1.53472497954,-328.137806667,1
3.89156529049,3.62933979371,-352.200326913,2.72822343177,3.15194660261,-352.156451683,1.96414588779,2.69073565227,-352.155190042,1.10155032446,2.08946114194,-350.853474037,0.638187555503,1.57571866731,-349.638300405,1
3.93495830476,3.75444557037,-372.1982789,2.75858257976,3.24553571227,-372.177487901,1.96713580677,2.76714029371,-371.628364753,1.08853535329,2.14554378211,-370.532888387,0.626725593936,1.61381906337,-369.428255162,1
4.05884615339,3.77208780174,-389.74908636,2.83084184099,3.28621231106,-389.705347115,1.98857579921,2.81992372586,-388.914861709,1.09279695042,2.18723872726,-387.917469905,0.621141675724,1.64529364513,-387.007067306,1
4.15967539307,3.78877707921,-404.685159675,2.88313920313,3.32527086857,-404.567559905,1.99479833665,2.87217284317,-403.769455795,1.09701610653,2.22197829456,-402.762588488,0.608959646828,1.67411575547,-402.177410273,1
4.23602951625,3.80462441926,-416.68450318,2.91601864546,3.36142170466,-416.458647872,1.99631425873,2.91532743721,-415.701697741,1.09527466455,2.25111310988,-414.716347431,0.597808284225,1.69694931202,-414.338822356,1
4.293579378,3.81963805132,-426.333028517,2.93425620938,3.3949856475,-425.985398677,2.00769204276,2.9419842019,-425.189735868,1.09029748762,2.27475861424,-424.323812148,0.592527982781,1.71329944007,-423.980355831,1
4.34208924508,3.83549977512,-435.061516379,2.94310555755,3.42970467621,-434.586402329,2.01941311592,2.96423153408,-433.709979756,1.0800431154,2.2977734081,-433.036801074,0.589188977112,1.72698379742,-432.660094838,1
4.3857630372,3.85330554167,-443.55072274,2.94466412116,3.46761641667,-442.956323251,2.0277510226,2.98727808795,-442.003219535,1.07073598125,2.31948690086,-441.512076703,0.583444194436,1.74084349657,-441.146228458,1
4.41999529061,3.87060268938,-450.785578028,2.94061603153,3.50316086831,-450.110067793,2.03065072992,3.00930294506,-449.128796004,1.06610475853,2.33662074281,-448.714132942,0.575385480985,1.75360809371,-448.451003425,1
4.44445519376,3.88582014158,-456.440179615,2.93401054619,3.53301886577,-455.723488683,2.02885999878,3.02887883534,-454.762815958,1.06893023929,2.34718882018,-454.325671364,0.569472919709,1.76347820281,-454.16588689,1
4.46519419831,3.90157466281,-461.710703155,2.92582954174,3.56203944576,-460.97830283,2.02392046441,3.04902463643,-460.071801507,1.06713950942,2.35911174592,-459.607474353,0.571247471204,1.77057226765,-459.424009898,1
4.48891617423,3.9233230175,-468.356588267,2.91513939416,3.59875196452,-467.634787817,2.01615369631,3.07538479286,-466.819550001,1.06484339826,2.37444459758,-466.301855577,0.578060607209,1.77849861213,-465.982379021,1
4.51798925263,3.95497525108,-477.328515384,2.90417626332,3.64589096304,-476.65546911,2.0089769051,3.10934673463,-475.955537757,1.07862348176,2.38840183076,-475.249630143,0.594440732157,1.78743067623,-474.751246144,1
4.5527129776,3.99893775033,-489.070164942,2.90117211542,3.6998605565,-488.470473883,2.0093211278,3.14900256046,-487.884799903,1.10231039851,2.40532871071,-486.892569089,0.613378290078,1.80043072489,-486.268836468,1
4.59429294773,4.05858383845,-504.320644497,2.92207078703,3.75307593397,-503.763933168,2.0248185694,3.19346776984,-503.284764273,1.1303555282,2.42979342635,-502.026457318,0.631366317292,1.82014512555,-501.3375543,1
4.64241629407,4.13433164037,-523.167392642,2.98511383826,3.79330048934,-522.582282209,2.09705756407,3.21745317884,-522.083677044,1.17835606788,2.45465827282,-520.66976298,0.664362929068,1.84173800376,-519.785802869,1
4.69343783133,4.21894568852,-544.015138558,3.07849762403,3.82199593667,-543.459743218,2.1898756337,3.23662625856,-542.918616801,1.22706542071,2.48415022068,-541.474801139,0.697936866855,1.86665947386,-540.379795063,1
4.74438987763,4.30345663038,-565.041288003,3.17695246836,3.84882420906,-564.731841253,2.27280675147,3.26223592043,-564.198799968,1.26318674507,2.51906679679,-562.816396426,0.712479899216,1.89728303066,-561.814558571,1
4.79283237095,4.37903923368,-584.454003286,3.26547485809,3.87561990325,-584.585186435,2.33419423041,3.29418174196,-584.06074372,1.28004287862,2.55741817675,-582.855225542,0.707888896447,1.93010972691,-582.172149474,1
4.83610437711,4.43887557669,-600.691095033,3.33603100063,3.90021609467,-601.304019918,2.37093718014,3.32840865821,-600.742327809,1.27423517016,2.59698963796,-599.854027014,0.689947213563,1.9609535031,-599.473579354,1
4.87367448397,4.4828965037,-613.58593502,3.38868921265,3.9214782103,-614.596430806,2.3879066355,3.36157097324,-613.961360701,1.25548730446,2.63327035399,-613.425279331,0.676152594621,1.98419756668,-613.125356658,1
4.90752451685,4.51558772657,-624.120558454,3.42841406657,3.94035883835,-625.411830685,2.39248611041,3.39303796391,-624.69965593,1.23764751749,2.66288220217,-624.400401564,0.665933427246,2.00223897131,-624.094135645,1
4.94002260681,4.54103713879,-633.3020334,3.45970163978,3.95829134849,-634.764032346,2.39061999805,3.42302908792,-633.994156825,1.23457080729,2.68255274572,-633.701229642,0.662145182914,2.01599614803,-633.420433842,1
4.97292656068,4.56172452517,-641.799034506,3.48525858015,3.97639835265,-643.331560863,2.38718654594,3.45113540557,-642.530094307,1.24896816756,2.69293492157,-642.073346064,0.66860576662,2.02545810936,-641.828454267,1
5.00747929954,4.57907960766,-650.038756756,3.50661389474,3.99551816671,-651.549537148,2.38681607851,3.47622042178,-650.732716124,1.26247337437,2.70331968378,-650.106351952,0.672739081812,2.03541403367,-649.91762727,1
5.04159885238,4.59282264019,-657.651185746,3.52318172185,4.0146863388,-659.063837788,2.39297794332,3.4953565293,-658.230288266,1.26937743029,2.71547498561,-657.543067707,0.673457799732,2.04569502246,-657.378361007,1
5.0695416048,4.6020328253,-663.57442496,3.53367003984,4.0308163719,-664.858744058,2.40394627104,3.50654519083,-664.003270474,1.26950117404,2.7272847154,-663.371388974,0.673073686475,2.05399130504,-663.197650877,1
5.09164985829,4.60820219738,-668.093929705,3.53999573347,4.04401821739,-669.24949092,2.41609618178,3.51284839064,-668.376085207,1.26779201037,2.73710977703,-667.840897292,0.670693110271,2.06094456412,-667.68033807,1
5.10984844089,4.61267920845,-671.728037803,3.54401115042,4.05522499508,-672.76397052,2.42731569435,3.51706738684,-671.882559631,1.26804194435,2.74433725804,-671.417084314,0.66897985541,2.06647523815,-671.284534321,1
5.12427196397,4.61595951022,-674.574280101,3.54662723958,4.06430063596,-675.511226387,2.43585451741,3.52050036204,-674.631244041,1.27161309924,2.74851710006,-674.185240586,0.668593588326,2.07055366691,-674.078391669,1
5.14127438855,4.61972069809,-677.925981497,3.54952537707,4.07509367395,-678.749496241,2.444212784,3.52548080313,-677.879005664,1.27640755895,2.75317625651,-677.425952488,0.673000909451,2.0738661493,-677.303331597,1
5.17009998261,4.62622582842,-683.664268292,3.55501601703,4.09327411285,-684.317732495,2.45420188763,3.53640608793,-683.469754881,1.28460698271,2.76102825825,-682.964169475,0.685480853456,2.07797455976,-682.726662096,1
5.21628753715,4.63731538244,-693.053870122,3.56625543691,4.12172656333,-693.499826201,2.46339839626,3.5582691968,-692.68204624,1.30232847812,2.7716052871,-692.014745448,0.704721647582,2.08476806636,-691.614862747,1
5.27829502883,4.65369995715,-706.067714216,3.5865206863,4.15842795319,-706.358341949,2.46824352635,3.59306277439,-705.560414124,1.32376443919,2.78744303594,-704.649973407,0.718766080489,2.09783515479,-704.211614563,1
5.34926894906,4.67483773292,-721.591170282,3.61707295933,4.19847110613,-721.879719412,2.46737230261,3.63861828115,-721.095536035,1.34053820504,2.8101741029,-719.979673397,0.723456050359,2.11713783173,-719.614815612,1
5.41824519913,4.69840378618,-737.439573791,3.65435053414,4.23575292524,-737.918989493,2.46188947886,3.68833548637,-737.174239338,1.34369616595,2.83943611926,-735.988724564,0.724781246226,2.13775684564,-735.632327696,1
5.47996646548,4.7229768138,-752.45313071,3.6946347711,4.26791675581,-753.275829137,2.45503647737,3.7370735869,-752.609481671,1.33508992045,2.87184688831,-751.48129208,0.72407837453,2.15766670956,-751.038329593,1
5.53404719992,4.74841590716,-766.49891923,3.73644033654,4.29495306756,-767.752524633,2.45487126875,3.77938919767,-767.165990597,1.32180220813,2.90412765289,-766.194722912,0.718530350438,2.17753200898,-765.731409466,1
5.57532081744,4.77173026986,-778.069589586,3.77363195144,4.31471571568,-779.719909203,2.46762160347,3.80664740965,-779.165160309,1.3091630549,2.93158551818,-778.389968642,0.701083886495,2.19779029312,-778.132938556,1
5.59600953831,4.7861812906,-784.44262532,3.79472541383,4.32468018207,-786.303519982,2.47857238938,3.81937066303,-785.7534303,1.30844975375,2.94410841806,-785.080290139,0.687252457026,2.21029290182,-785.000250102,1
5.59805340817,4.78802888611,-785.155574241,3.79699774114,4.32579022173,-787.035709152,2.47999523541,3.82065408186,-786.485507741,1.30833024724,2.94553486453,-785.823482689,0.685823263955,2.21167063082,-785.753136736,1
5.59126945035,4.77964692853,-782.352718969,3.78900712877,4.32106325275,-784.185348084,2.47451063121,3.81576066743,-783.634014669,1.30927978691,2.93977289896,-782.931682434,0.687279769768,2.20753782773,-782.86488545,1
5.58276041587,4.76432472687,-777.912069359,3.77856559908,4.3125612352,-779.726088511,2.46769812304,3.80739208296,-779.164502035,1.30843193166,2.93187182739,-778.437374953,0.686121003788,2.20221931483,-778.367258194,1
5.57551955439,4.74340552117,-772.623042486,3.76932277868,4.30091266622,-774.490561344,2.46270164413,3.79634651622,-773.908127182,1.30355232671,2.92451407945,-773.222786485,0.689834111413,2.1946058721,-773.078344502,1
5.57044069188,4.71450786067,-766.196236259,3.76229283963,4.2847323741,-768.224754231,2.45995272763,3.78209803067,-767.61672915,1.29484636362,2.91749210651,-767.034647441,0.690656896763,2.18694055147,-766.823293734,1
5.56914804863,4.68133523408,-759.640484443,3.75937021707,4.26617078216,-761.927697995,2.46018323751,3.76699532355,-761.298858734,1.28645585857,2.9111677664,-760.808609231,0.681543944032,2.18279794516,-760.660921868,1
5.57052374964,4.66051471485,-755.922829986,3.7599072796,4.25453752347,-758.398641152,2.46172339119,3.75818646216,-757.76124911,1.28479920813,2.90682941541,-757.289238691,0.673238239647,2.18177753468,-757.225396627,1
5.57108456403,4.65663241924,-755.283510182,3.76032136353,4.25235515883,-757.795090185,2.46204546534,3.75670625322,-757.157560803,1.28512538855,2.90587839644,-756.684142255,0.672092352501,2.18156409452,-756.630406704,1
5.5716275596,4.65398068159,-754.874483331,3.76075180356,4.25085083139,-757.408494518,2.46218481429,3.75582250034,-756.772198462,1.28538398453,2.90526163495,-756.29675535,0.672856789639,2.18098709241,-756.239041648,1
5.57474261157,4.64165304435,-753.077356313,3.76322245109,4.24379277786,-755.698857889,2.4624519959,3.75218335356,-755.073476295,1.28680999773,2.90243100027,-754.584267191,0.677271137131,2.17815244455,-754.491108796,1
5.58155669116,4.61814710711,-749.816045153,3.76861187289,4.23012498915,-752.561661793,2.46255508842,3.74579408272,-751.964016291,1.28937538363,2.89727953794,-751.448317924,0.679460198301,2.17474588539,-751.335774347,1
5.59154264224,4.58662976238,-745.621460627,3.77661026654,4.21131329673,-748.464802651,2.46307085815,3.73720947045,-747.905253505,1.29105146285,2.89128336329,-747.370518346,0.680196505124,2.17089638094,-747.26291651,1
5.6038470889,4.54980648498,-740.877950431,3.78664518777,4.18862216404,-743.747597157,2.46638222806,3.72548631726,-743.214199905,1.29414279716,2.88378306808,-742.673185797,0.683337073998,2.16569134185,-742.565099656,1
5.61734569787,4.5104021042,-735.916583642,3.79767827597,4.16368275098,-738.721088765,2.47552429583,3.70911961401,-738.175833302,1.29754526822,2.87562283337,-737.647599642,0.684660808236,2.16072063959,-737.539875351,1
5.63084681257,4.47101362213,-731.018636452,3.80839334376,4.13842424279,-733.674680823,2.48899135415,3.68951622519,-733.081549674,1.29992707759,2.86776435175,-732.569115749,0.687105937109,2.15532211783,-732.43917751,1
5.6451758658,4.4282749362,-725.717347301,3.81908354211,4.11105874925,-728.141543118,2.50395055179,3.66741930527,-727.483577053,1.31084639258,2.85518430216,-726.940330795,0.694944673577,2.14764172348,-726.778041165,1
5.66351758536,4.3710650206,-718.588721467,3.83163593139,4.07493931486,-720.647768995,2.52046149043,3.63938589721,-719.920353164,1.32898793835,2.8362602133,-719.289319719,0.710029390178,2.13557312859,-719.05847998,1
5.68572327938,4.2969230187,-709.272674966,3.84538690776,4.02924973512,-710.854845612,2.53538283582,3.60665683374,-710.086372693,1.34256625966,2.81587651607,-709.382815244,0.722766541339,2.12187237542,-709.05682217,1
5.70977473018,4.208736681,-698.067966646,3.85910754136,3.97633415048,-699.160800402,2.54631138741,3.57191088513,-698.39759651,1.35169942322,2.79459608929,-697.640046583,0.733464402319,2.10683609451,-697.198588542,1
5.73324989961,4.11126341457,-685.50532834,3.87264425008,3.91867360356,-686.215253211,2.55738436459,3.53398593092,-685.458528042,1.36441185166,2.76960828953,-684.60615566,0.746431751609,2.0896623356,-684.036027015,1
5.75440627937,4.00759149605,-671.899431269,3.88764332787,3.85629245667,-672.411954436,2.57927218306,3.4862528813,-671.588111034,1.38199851702,2.74110191223,-670.646609448,0.757426383378,2.07228405563,-670.037091789,1
5.77167996827,3.9012309379,-657.619283625,3.90668478141,3.78819993293,-658.151509914,2.60570370319,3.43418610082,-657.244363808,1.40019758469,2.71210115491,-656.252966684,0.765650451541,2.05574212162,-655.670075287,1
5.78398314176,3.79469347575,-642.903974549,3.93195499238,3.71280545518,-643.667970423,2.63046698263,3.38301407452,-642.747175952,1.4166085883,2.68417660324,-641.717675857,0.777587314121,2.03822507898,-641.061568427,1
5.79118338716,3.6815588473,-626.762977279,3.96610693825,3.62335538379,-628.005660055,2.65388523915,3.33042828915,-627.167122036,1.44063105588,2.65073725725,-625.992312631,0.798220906599,2.01666683601,-625.149204768,1
5.79218272363,3.55877051925,-608.655446243,4.00913169618,3.51686916034,-610.721364457,2.68105862722,3.27124988142,-609.996749582,1.46980325109,2.61201171245,-608.592874532,0.821007690606,1.99264240091,-607.562368393,1
5.78585552009,3.43685226695,-590.028642685,4.05352563826,3.40473721244,-593.272278769,2.73074157996,3.19166419867,-592.520139529,1.50121567611,2.57072004544,-591.007580132,0.838924421206,1.96958409671,-589.931355194,1
5.7722451835,3.32355364391,-571.950383138,4.0916674795,3.29776125692,-576.624134211,2.77336192661,3.11619241879,-575.789829602,1.5168701577,2.53761898947,-574.367621728,0.843515543911,1.95133601937,-573.37638107,1
5.7511157732,3.21787658213,-554.146309267,4.12019842489,3.19789052349,-560.398758557,2.80072240639,3.05033846477,-559.485110389,1.51964330133,2.51005225796,-558.222107362,0.843823171973,1.93368186825,-557.266595595,1
5.72146998707,3.11694391322,-536.002911389,4.1370813234,3.10426542305,-543.877687728,2.81108239944,2.99350145254,-542.900349732,1.52034874727,2.48020572305,-541.681107596,0.847515896071,1.91259611502,-540.642187952,1
5.68113815492,3.01707322663,-516.674638822,4.14018923695,3.01468705652,-526.112784771,2.80380705112,2.94321186624,-525.097151341,1.52330472845,2.44392991733,-523.770389527,0.858103587786,1.8854821904,-522.500638847,1
5.62907344844,2.91984731221,-496.216037835,4.12666016452,2.93124976166,-506.954895472,2.77961380551,2.89809841868,-505.945080439,1.52403998137,2.40406148282,-504.45084054,0.868049565044,1.85546134895,-502.928556189,1
5.56385725909,2.82663342678,-474.590120294,4.09396436241,2.85515948115,-486.164938527,2.74021376803,2.85583726444,-485.227594383,1.52913542369,2.35609164999,-483.463962323,0.877362410099,1.8217851692,-481.764601227,1
5.48384499012,2.73930026021,-451.786656791,4.03991451165,2.78721539534,-463.554247447,2.6908288457,2.81135208121,-462.728432167,1.53720605751,2.3002985135,-460.648324503,0.887665512151,1.7836577123,-458.783265863,1
5.38878391839,2.66179584516,-428.249055115,3.96406422106,2.72881365876,-439.447484481,2.66520685607,2.73461966042,-438.556327959,1.55509323348,2.23209481664,-436.252087442,0.906675212726,1.73791210094,-434.119986167,1
5.27948467825,2.59848186984,-404.60504858,3.86811111452,2.68058003818,-414.47475252,2.65266655044,2.63896867804,-413.565366018,1.57112449795,2.15965641749,-411.154891699,0.926197131255,1.68868547519,-408.716075797,1
5.1590805163,2.55345769642,-381.781247006,3.75701972772,2.64256647652,-389.727056302,2.64058058588,2.54179315822,-389.188018173,1.57513463473,2.09225210353,-386.73100736,0.936776386537,1.64174761977,-384.071809777,1
5.03302191857,2.52830608745,-360.758575896,3.63816544412,2.61455342553,-366.504665728,2.62827656422,2.44919180268,-366.782437164,1.56487426567,2.03495634249,-364.327090035,0.934349305947,1.60079927601,-361.588930513,1
4.90662061084,2.52012563528,-342.025177585,3.51754542167,2.59648577176,-345.673200385,2.61031824754,2.36951160442,-347.065345668,1.54191281561,1.98972964794,-344.656912475,0.920282389584,1.56721947391,-341.968428288,1
4.78696603297,2.52178267808,-325.892047926,3.40068701333,2.58907400268,-327.926663237,2.5812515331,2.31019078434,-330.396897974,1.51656539525,1.95168590182,-327.970245812,0.9053345595,1.53788241543,-325.332264042,1
4.68033056353,2.52261914291,-312.18935075,3.29066799736,2.59229292682,-313.365825864,2.53796599193,2.27358994028,-316.509898407,1.49345363827,1.91815996716,-314.013471752,0.896608992157,1.50986105387,-311.289252688,1
4.59197253328,2.51007441365,-300.440348722,3.18880331467,2.60541788173,-301.677240764,2.47956213663,2.25858058532,-304.861490166,1.47163847825,1.88972162478,-302.324773494,0.893439391403,1.4835267141,-299.394477025,1
4.52909027124,2.47412608591,-290.631138673,3.09884375375,2.62942260682,-292.889501653,2.40807389106,2.26523046221,-295.456415142,1.45673909767,1.8643660976,-292.80739527,0.895411093112,1.45992516014,-289.627789918,1
4.49423721416,2.41878143796,-283.259637449,3.08358732859,2.60022997577,-286.849987472,2.36475768363,2.25767792646,-288.374566321,1.46218987614,1.83557170143,-285.659812629,0.903435265478,1.43988875449,-282.342256444,1
4.48076158525,2.36310076548,-278.830999503,3.20159376979,2.44727169267,-283.646546144,2.39115505852,2.20130061069,-284.09854352,1.49508034496,1.79961747369,-281.590855568,0.921137336488,1.42263973251,-278.248652933,1
4.47924253699,2.32801021629,-277.614967726,3.32442379736,2.31741603449,-284.642946793,2.41490802609,2.17815403573,-284.335759569,1.51598770233,1.78950393822,-282.170384741,0.930836536176,1.4208190057,-278.849656474,1
4.4821426866,2.32745899735,-279.579379005,3.4413792354,2.22355899932,-289.979947707,2.44179171685,2.18368999315,-289.324550383,1.5301030438,1.80043833037,-287.30416383,0.936508674203,1.43184711555,-284.041090521,1
4.48440833484,2.36625666632,-284.432261707,3.54575855468,2.17177347634,-299.122915846,2.48538702022,2.19873069013,-298.329305799,1.54551095972,1.82261322878,-296.110556318,0.945637631132,1.44912188183,-292.823531062,1
4.48305791764,2.44486708822,-291.980926038,3.63496357208,2.16327804343,-311.523938753,2.55458814527,2.20801177144,-310.660301523,1.566971509,1.85044516984,-308.073372856,0.958642625755,1.47074568053,-304.722624688,1
4.47620620295,2.56204815581,-302.146002516,3.70675090343,2.19774396439,-326.65515843,2.63738539402,2.21940059776,-325.99079588,1.59056478574,1.88728907694,-323.197730413,0.96986206798,1.49999763204,-319.862209914,1
4.46247311968,2.71353328451,-314.71002471,3.75819092313,2.27201303203,-343.731921281,2.71876331293,2.24275517727,-343.722552795,1.61460888698,1.93326676136,-341.008115656,0.983075771519,1.53468534975,-337.655914101,1
4.44053145519,2.89706646945,-329.65321249,3.78783212858,2.38241389904,-362.27102322,2.78923333293,2.28415612154,-363.369806211,1.65411499819,1.97481184368,-360.615694309,1.01255827112,1.56634585652,-357.058531657,1
4.40909998301,3.11257943316,-347.105723118,3.79450824984,2.52652071852,-382.034280155,2.84262697523,2.34795826139,-384.557021131,1.71043046888,2.01030816296,-381.719083209,1.05491158405,1.59561576582,-377.851874777,1
4.36706784275,3.36065872747,-367.102320913,3.77722055036,2.70264316068,-402.798994878,2.87480816904,2.43719074267,-406.855887168,1.76904070737,2.05087110473,-404.455430305,1.09257688357,1.63105602311,-400.404708506,1
4.40440018974,3.52947972823,-388.679684304,3.79002098313,2.83662244794,-423.512132824,2.91701173995,2.5139343101,-428.990053055,1.83750116012,2.08621004613,-427.549768071,1.13281537628,1.6664593782,-423.382405081,1
4.73827734276,3.34123581825,-410.600635216,3.9642341901,2.75688691604,-443.084169867,3.04940775916,2.48368768026,-449.67798518,1.94372233327,2.08344088465,-449.185234467,1.19804401775,1.68375772567,-444.820269411,1
5.08034145253,3.14213264649,-435.197661995,4.12860167724,2.69868885892,-464.203116874,3.16498840451,2.47538326633,-471.544774393,2.021993813,2.09833090075,-471.432977781,1.25308017797,1.7045806982,-466.831962482,1
5.43589915274,2.93048304796,-464.34828774,4.28920300678,2.66955638261,-489.298193817,3.27031631442,2.49396933216,-497.130631728,2.07469925758,2.13646852596,-496.66453457,1.29431500876,1.73436725978,-491.842111325,1
5.7980801005,2.7123955512,-498.777507455,4.4480712614,2.6761834178,-519.894186993,3.37094088711,2.54074416047,-528.122189065,2.111737673,2.19732578519,-526.935088577,1.31849093921,1.77917317985,-522.023184241,1
6.14880793779,2.50026576842,-537.332106471,4.60186395368,2.71731412629,-555.513932735,3.46701212057,2.61062416339,-564.017548881,2.13898298148,2.27603170842,-562.20340619,1.32363950436,1.83987185663,-557.425824505,1
6.47581779832,2.30234569748,-578.306866426,4.74794560354,2.78361925663,-594.626356633,3.55537434635,2.69624254787,-603.063270621,2.15907719525,2.36459576881,-600.818728367,1.32036811366,1.90737508433,-596.25538615,1
6.77804108947,2.1207507883,-620.83159453,4.88847126404,2.86349912571,-636.197125095,3.63444997084,2.7923080141,-644.042378516,2.17677493463,2.45588845479,-641.616916333,1.32198434217,1.97329430652,-637.1798564,1
7.056765694,1.95780897415,-664.409481199,5.02813056328,2.94426338692,-679.478416022,3.70486929521,2.89427137261,-686.207484084,2.20076011012,2.54233758971,-683.869997988,1.33129234647,2.03567775742,-679.495170493,1
7.3120891921,1.81833578667,-708.4774158,5.17115798395,3.01377666923,-723.645590988,3.76819147245,2.99769109339,-728.907294737,2.23643394759,2.61815338977,-726.712320852,1.34377280062,2.09516949491,-722.466562035,1
7.54508053945,1.70829947323,-752.735697657,5.3188751181,3.06666635471,-768.204346569,3.82578065557,3.10059116226,-771.907397307,2.27456707815,2.68829726928,-769.741551584,1.35628460587,2.15200507618,-765.641134148,1
7.7584018314,1.63462174693,-797.373065095,5.46879822138,3.10723653276,-813.27390039,3.87898787549,3.20362700197,-815.583853844,2.30117985384,2.76272214856,-813.325296656,1.36755131245,2.20689537578,-809.262496838,1
7.9532398367,1.60564523671,-842.488071565,5.61513392778,3.14489578377,-858.953444689,3.93040249067,3.30567053684,-860.217252218,2.31241918396,2.84482754503,-857.834356997,1.37306118026,2.26263811123,-853.78048972,1
8.12848595372,1.62777792718,-887.712058389,5.75061098713,3.18889394351,-904.838572453,3.98378839381,3.40187901847,-905.442116102,2.31722960209,2.92856580805,-902.989880351,1.3723537832,2.3196160957,-899.023427694,1
8.28497368793,1.70268903298,-933.165211364,5.87101983483,3.24645250465,-950.955387561,4.04308732441,3.48816988493,-951.211171213,2.33117935891,3.00442337916,-948.704388549,1.37682704844,2.37317729398,-944.795696093,1
8.42556942394,1.82980572576,-979.758857227,5.9757004526,3.32296645658,-998.114312351,4.11131550185,3.56375903021,-998.281201572,2.36605781406,3.06679804397,-995.662202723,1.39554799896,2.42076846109,-991.721321397,1
8.55491645432,2.01052476028,-1029.50271387,6.06714355475,3.42351343875,-1048.28139576,4.19007323383,3.63294870857,-1048.70365036,2.42329897187,3.11874843573,-1046.01249926,1.43203394647,2.46361612496,-1041.91441328,1
8.67587836102,2.24580589733,-1084.41876992,6.14808875267,3.55146015123,-1103.50581649,4.27832112577,3.70285409514,-1104.7584782,2.49602350646,3.16841005374,-1102.26322687,1.48440150454,2.50493205314,-1097.87965443,1
8.78838506077,2.5302914134,-1145.51308246,6.22024499434,3.70600620509,-1164.85040085,4.37256415292,3.77930982627,-1167.68958636,2.57351340335,3.2233565373,-1165.72104703,1.53555881645,2.55229260578,-1161.15759409,1
8.89072783529,2.85153881064,-1212.51674536,6.28415911917,3.88226749527,-1232.06103726,4.46569576,3.86683794009,-1237.15764685,2.64230415912,3.28920887355,-1235.77264808,1.56933675911,2.61047514768,-1231.24950559,1
8.98129827505,3.19509780848,-1284.38796112,6.33933155524,4.07420430322,-1304.03418403,4.54760046513,3.96984077921,-1311.65329428,2.68841527273,3.37020629124,-1310.52395353,1.58616304391,2.6758106656,-1306.08897157,1
9.06032172008,3.55270982171,-1360.78382406,6.38541426076,4.27897646301,-1380.34198449,4.61012508889,4.09226406799,-1390.19621332,2.70526263745,3.46767889825,-1388.881426,1.59064474533,2.7445738331,-1384.50829239,1
9.12973001104,3.92378531592,-1442.7249348,6.42311187335,4.49757108684,-1461.97924095,4.64983690212,4.23695317823,-1473.31733157,2.69837328309,3.57856562147,-1471.6330946,1.5889590982,2.81495362672,-1467.23658644,1
9.19087120233,4.30444067186,-1530.45537496,6.45307580334,4.72866121275,-1549.23803015,4.66622147767,4.40258260194,-1561.00464199,2.68280562903,3.69391812379,-1559.01136586,1.58452604259,2.88645546988,-1554.58327782,1
9.24471188275,4.68735299993,-1623.16894902,6.47556486975,4.9686276882,-1641.38577578,4.6611053211,4.58417336561,-1652.43159075,2.6735991568,3.8040616618,-1650.12587109,1.57619705579,2.95903282602,-1645.77061913,1
