delta_mean,delta_std,delta_entropy,theta_mean,theta_std,theta_entropy,alpha_mean,alpha_std,alpha_entropy,beta_mean,beta_std,beta_entropy,gamma_mean,gamma_std,gamma_entropy,userId
5.66861803831,4.46824339957,-736.862513036,4.07481495117,3.97381807754,-742.812249297,2.99164884351,3.43992590657,-744.473192467,1.8114833658,2.70492472413,-741.788127484,1.10599058556,2.07598957102,-737.971829158,1
5.6613245496,4.63517999929,-765.175697199,4.01573516267,4.11781057217,-769.423965257,2.9533182263,3.53430119383,-771.16617095,1.78798406879,2.75961779992,-768.625550766,1.08676084682,2.11098525676,-764.93094671,1
5.64574253419,4.81253555509,-793.737197579,3.9620863644,4.26048662026,-796.791240275,2.91345891321,3.63220980398,-798.456581446,1.76519167763,2.81572762203,-795.966567694,1.06671112856,2.14779409574,-792.45951241,1
5.62037259911,4.99612992789,-821.510603622,3.91733818787,4.39645005527,-823.837089896,2.87370108246,3.73048050328,-825.340939756,1.74263282159,2.87208888799,-822.78901236,1.05317983714,2.18297418253,-819.335736618,1
5.58377859667,5.18528822043,-847.885933715,3.88250722157,4.52480029602,-849.908814531,2.83635301983,3.82742855627,-851.249689743,1.71617574469,2.9306942688,-848.627869079,1.04383124379,2.21747302307,-845.10104726,1
5.65799168133,5.24916499688,-871.53480164,3.93114468251,4.58338909512,-873.684019591,2.85264659777,3.88642195719,-874.907118079,1.71358387869,2.97608527053,-872.215802248,1.04503213257,2.2472477104,-868.626192295,1
5.91358767385,5.10378848968,-891.633129497,4.10383479507,4.53341921263,-894.351505829,2.95249384722,3.88498372646,-895.527588926,1.7543778555,2.99789585367,-892.781712206,1.05771198571,2.27097853501,-889.370244526,1
6.14665920789,4.95839697307,-908.733726807,4.27373335599,4.47604947314,-912.415235055,3.05466591174,3.87830285108,-913.63651547,1.79831831219,3.01728420643,-910.89256868,1.06766889292,2.29539441943,-907.80077876,1
6.35403437035,4.81578467737,-922.782402804,4.43299317963,4.41430792373,-927.696973636,3.1505839962,3.8688501044,-928.978549101,1.83897423644,3.0346175556,-926.250967589,1.08425883933,2.31543270974,-923.277301437,1
6.5424546792,4.67225127624,-934.253072185,4.58236833826,4.34856750189,-940.584096165,3.24157011839,3.8552613761,-941.786203592,1.87536277415,3.049918608,-939.091132948,1.10751136218,2.330517575,-936.014470863,1
6.71944215334,4.52275896084,-943.644232863,4.72575616095,4.27754823761,-951.551885051,3.33312023301,3.83441667414,-952.453017478,1.915407902,3.06044430739,-949.823259405,1.13540555105,2.34190014488,-946.557950597,1
6.88490467665,4.36809729837,-951.045717494,4.8620627751,4.20223766146,-960.633149891,3.42227042198,3.80873186988,-961.131205319,1.96817995809,3.06171748096,-958.505560849,1.1627962659,2.35184646501,-955.229648993,1
7.0363231943,4.2117679079,-956.467186965,4.98788119157,4.12531044589,-967.731155349,3.50153570057,3.78428025326,-967.94076786,2.02795032164,3.05603839324,-965.276064724,1.19041218798,2.35992700926,-962.075639956,1
7.17169998016,4.05749071181,-959.967053421,5.09978895597,4.04999818044,-972.767735434,3.5664913568,3.76475955102,-972.920194279,2.07799298147,3.05151425498,-970.282962953,1.21670793452,2.36605315334,-967.075532005,1
7.29312351784,3.90502407643,-961.77995346,5.19807522829,3.97750687491,-975.889344752,3.61941808766,3.74922667867,-976.192728993,2.11136476085,3.05178112925,-973.594605852,1.23948200727,2.37045511161,-970.254464734,1
7.40290694179,3.75427422306,-962.246744696,5.2840574896,3.90863100246,-977.39061229,3.66797475047,3.73228758082,-977.944142163,2.13367222629,3.054379342,-975.323238178,1.25944379178,2.37312194116,-971.774182808,1
7.50146664971,3.60854776961,-961.822175856,5.35814828167,3.84533457132,-977.699907253,3.721437507,3.7066591527,-978.473800391,2.15695229179,3.0537023218,-975.778245957,1.27571349237,2.3753767477,-972.117262132,1
7.58762114273,3.47455473097,-961.04375542,5.41961708481,3.79091178914,-977.334412139,3.78174766182,3.67119028257,-978.291792754,2.1883647983,3.04675298757,-975.510983482,1.29116056246,2.37713801391,-971.867622855,1
7.66006632832,3.35975820772,-960.418076688,5.46732653696,3.74895718671,-976.779699023,3.84028448678,3.63439458335,-978.024842542,2.22191235542,3.0376956568,-975.213265081,1.30963356199,2.37732789777,-971.550202924,1
7.71984515722,3.2683656746,-960.441032106,5.50183822725,3.72155416246,-976.53474391,3.888624457,3.60568820693,-978.305199855,2.25100712468,3.03114059336,-975.541626242,1.32949280255,2.37682967165,-971.764908117,1
7.76821749043,3.20527078905,-961.766924698,5.52448613765,3.71052998428,-977.299952957,3.9230817168,3.59085719039,-979.860822011,2.27645803466,3.02771400985,-977.209879918,1.34761623709,2.37760492307,-973.314728367,1
7.80562550161,3.1766573425,-965.119499975,5.53659271621,3.7176171951,-979.881422203,3.94341466734,3.591969793,-983.367291889,2.30019236369,3.02695388363,-980.856676322,1.36078569784,2.38150209237,-976.936793902,1
7.83258777975,3.18659530282,-971.092864386,5.53946395543,3.7436613261,-984.954275322,3.95207170181,3.60737273782,-989.235133444,2.31752944521,3.03162821254,-986.84639831,1.36765652481,2.38904493947,-982.984480653,1
7.8503539954,3.23653044139,-980.272584976,5.53469378629,3.78889499842,-993.169261788,3.95294891611,3.63403519686,-997.878989501,2.32290859638,3.04507319389,-995.526847775,1.37355968197,2.39763735918,-991.592620703,1
7.86073531207,3.32707017348,-993.477607664,5.52470548435,3.85331395004,-1005.42505714,3.94909242416,3.67130626216,-1010.14932019,2.31607983684,3.0689722976,-1007.77330583,1.37658972469,2.4091519452,-1003.68450043,1
7.86607412375,3.45719136106,-1011.68403207,5.51318161626,3.93587944672,-1022.81090892,3.94232057039,3.72109181833,-1027.28985572,2.30694041863,3.09996386397,-1024.84812197,1.3743162366,2.42671781153,-1020.7063629,1
7.86902453027,3.61900115093,-1035.15692792,5.50399727674,4.03240404212,-1045.69196836,3.93422657445,3.78346339586,-1049.85545954,2.30459571704,3.13395725237,-1047.29746672,1.37072731456,2.44976544063,-1043.22883941,1
7.87226937709,3.80191760999,-1063.66181106,5.49918053302,4.13880191806,-1073.83774821,3.92609588989,3.85627628736,-1077.66418561,2.30313401754,3.17420985658,-1075.02990849,1.3672139144,2.47720822677,-1071.02249428,1
7.87845322153,3.99727165621,-1097.01181756,5.49944677262,4.25263825558,-1107.0090974,3.91865627986,3.93735160479,-1110.42139087,2.29376261473,3.22460239077,-1107.76417435,1.35833256973,2.51024736187,-1103.82377044,1
7.89004489627,4.19685756589,-1134.80658825,5.50489971639,4.37150958855,-1144.73741655,3.91088745977,4.02564394032,-1147.61167723,2.27513354231,3.28417451786,-1144.92990703,1.33973075072,2.54971673382,-1141.18917957,1
7.90862030489,4.39309062006,-1176.23539025,5.51459281074,4.49291498729,-1186.12589803,3.89987677079,4.12091826199,-1188.3334123,2.24952295392,3.35020777274,-1185.69241903,1.31856606187,2.59201819925,-1182.1532148,1
7.93477587003,4.58297535675,-1220.83596884,5.52691190043,4.61637362784,-1230.62642206,3.88318767779,4.2233589978,-1232.06468704,2.22367613891,3.41818919819,-1229.50735624,1.30333423735,2.63351496229,-1226.02411891,1
7.96925639431,4.76929778341,-1269.28515317,5.54110960517,4.74417870691,-1278.86955796,3.86142152063,4.33339995184,-1279.50500266,2.20845162613,3.48293834729,-1276.88951862,1.29476090661,2.67446344138,-1273.41522737,1
8.01254001524,4.95425805884,-1322.15732578,5.55728379123,4.87750964154,-1331.43092584,3.83871007812,4.44912397906,-1331.3624651,2.20291760885,3.54664154558,-1328.6153475,1.28808766411,2.71767404348,-1325.22856472,1
8.06348832052,5.13799373212,-1379.13228945,5.57506729018,5.01550576338,-1388.01098668,3.81960070086,4.56718655572,-1387.49588501,2.19739422046,3.61463545707,-1384.7018848,1.28083831011,2.7641210843,-1381.42632532,1
8.11993683956,5.32211555304,-1439.89979577,5.59348521489,5.15798059147,-1448.31585093,3.80714824322,4.68551115872,-1447.70281379,2.18691078846,3.68878436959,-1444.92848278,1.27445926551,2.81287712031,-1441.68772415,1
8.18042082459,5.51129825044,-1505.15723764,5.61214775571,5.30683491216,-1513.06126239,3.80849425923,4.80044823982,-1512.63255452,2.17649230788,3.76720306196,-1509.92205662,1.27158245784,2.86346304404,-1506.61634495,1
8.24360171635,5.70914757532,-1575.52170433,5.63146659962,5.46290753999,-1582.8983892,3.83423012346,4.90553776021,-1582.78780756,2.18057906648,3.84371846274,-1580.14164722,1.27240738843,2.91651667769,-1576.86355335,1
8.30710900785,5.91542812429,-1650.37780471,5.65170678909,5.62407279409,-1657.2457786,3.87907288991,5.00380484808,-1657.60616985,2.20425036019,3.91545184753,-1654.94331011,1.27924146552,2.97088375876,-1651.80205767,1
8.36880994967,6.12992828868,-1729.17472672,5.67281202283,5.78872382748,-1735.56358433,3.93059525568,5.10260325348,-1736.58163203,2.23514894436,3.98734228999,-1733.88929816,1.29340582445,3.02534594844,-1730.79526957,1
8.42869586066,6.35761556115,-1813.5366592,5.69573453965,5.95946077861,-1819.48102872,3.98218224226,5.20813292368,-1821.2520976,2.26322366162,4.06496342437,-1818.57121444,1.31186400486,3.08136481144,-1815.37540302,1
8.48754331841,6.60438580639,-1905.84288556,5.72281275996,6.1392591805,-1911.41491483,4.03075425286,5.3252484725,-1913.88473119,2.2894960406,4.14956003612,-1911.22046738,1.33136919449,3.14123765511,-1907.87411072,1
8.54446596541,6.86866830576,-2005.88023559,5.75558443295,6.32599269182,-2011.21666972,4.07268766501,5.45483806023,-2014.14459328,2.31717675347,4.23881460626,-2011.46869496,1.34813995327,3.20568031775,-2008.06361917,1
8.59832376492,7.14756664439,-2112.87281544,5.79373946884,6.51793889826,-2118.1579037,4.10424657686,5.59699610868,-2121.14339166,2.34326769794,4.33259059735,-2118.4239808,1.36030486492,3.2741651618,-2115.04962924,1
8.64859138556,7.44068895537,-2226.9684806,5.83605139776,6.7160183242,-2232.41371085,4.12310082448,5.75252924246,-2234.99871165,2.35917012592,4.43431466125,-2232.24293888,1.3689834648,3.34596473919,-2228.85286573,1
8.69481894175,7.74731712029,-2348.21220377,5.88086528355,6.92113165935,-2354.03852543,4.12871669168,5.92125232044,-2355.85107074,2.35951793425,4.54605152693,-2353.0977388,1.37189613308,3.42169231784,-2349.63800145,1
8.73606570411,8.06301859905,-2475.09478172,5.92556619018,7.13174433801,-2481.49049741,4.12211005948,6.10013386377,-2482.37141186,2.34664407254,4.66534032675,-2479.67458862,1.36471412799,3.50191831168,-2476.23575769,1
8.77068256198,8.37745918998,-2603.40713804,5.96581771171,7.34253594175,-2610.44805976,4.10507449665,6.28226454035,-2610.48840254,2.32609660947,4.78623005992,-2607.89007954,1.34672681699,3.58438987007,-2604.64039296,1
8.79724792647,8.67960301441,-2728.21891937,5.99670141292,7.5476706662,-2735.80221687,4.0793590399,6.46011794826,-2735.25748418,2.30183069663,4.9027018212,-2732.70648973,1.32094756248,3.6651280424,-2729.79664101,1
8.81555561193,8.96443529865,-2846.9199057,6.01488736509,7.74488666054,-2854.77758498,4.0468686645,6.62943309666,-2853.93431273,2.27146313834,5.01344404534,-2851.3785681,1.29237532466,3.74108739174,-2848.80953606,1
8.82672557972,9.23219895428,-2959.3474085,6.01928742848,7.93497127158,-2967.11619165,4.01120885192,6.78835840288,-2966.19073606,2.23145808203,5.11988730153,-2963.71097012,1.26275703196,3.81192130708,-2961.38660712,1
8.83377358344,9.47812049861,-3064.00593951,6.01100614524,8.11508680838,-3071.3018593,3.97894391332,6.93199426256,-3070.38436153,2.18359332963,5.22048479319,-3068.17220275,1.23000038903,3.87773942931,-3066.06900299,1
8.84847180435,9.69020186644,-3159.55160634,5.99733334698,8.27868286311,-3166.04148429,3.95689756975,7.05586885752,-3165.12337943,2.14005927233,5.31000164024,-3163.26553674,1.19742838746,3.93716945826,-3161.43754582,1
8.91061317175,9.8302057227,-3243.93552175,6.00350125739,8.40607049677,-3249.40059005,3.95618951477,7.15255242712,-3248.45831301,2.11446357527,5.38262785107,-3246.91988687,1.1707716324,3.98798034119,-3245.45254881,1
9.01466869805,9.9016736201,-3315.74914316,6.02864197011,8.49757218427,-3320.11723283,3.96917298269,7.22545271499,-3319.14710571,2.102368448,5.43970543591,-3317.86649817,1.14896221814,4.0301624332,-3316.80275804,1
9.11593787138,9.95416495508,-3378.91207769,6.04659509175,8.57872912631,-3382.18719864,3.97463398122,7.29092666526,-3381.20074372,2.09450317978,5.48777578057,-3380.06460716,1.13633013621,4.06484516686,-3379.21153998,1
9.20800907819,10.0033272259,-3437.64845429,6.05316626113,8.65944172238,-3439.88301848,3.96791713919,7.3564709673,-3438.90334964,2.0883371626,5.53104304211,-3437.80972066,1.13435674244,4.09396402063,-3436.92583977,1
9.28997187321,10.0522324993,-3492.83826117,6.04949258009,8.74073955695,-3494.16710256,3.94943820724,7.42318994612,-3493.23050084,2.07508195459,5.57371357206,-3492.19078044,1.12689994652,4.1223360069,-3491.31032191,1
9.36073582878,10.1006587735,-3543.80817142,6.03844530677,8.82016408509,-3544.43206618,3.92169013242,7.48945543223,-3543.58493259,2.05481634086,5.61547569124,-3542.61981269,1.1109586359,4.15041469493,-3541.87087068,1
9.42102396517,10.1483400735,-3590.596787,6.02403874714,8.89545992811,-3590.71956228,3.88817541775,7.55384381209,-3590.01009256,2.03475650042,5.65393583021,-3589.10343828,1.09106601457,4.17721084834,-3588.5702173,1
9.47113889185,10.194094403,-3632.65433996,6.01137738045,8.96278565815,-3632.44625605,3.85389384062,7.6135720356,-3631.9082762,2.00872644869,5.69120866824,-3631.1126656,1.07157623824,4.20168882926,-3630.70092046,1
9.51292986524,10.2378188338,-3670.58325977,6.0050665353,9.02021961481,-3670.15419379,3.82371401169,7.66709916474,-3669.79488188,1.98388784274,5.72531892638,-3669.12366956,1.05966212692,4.22251327065,-3668.68850997,1
9.54831016972,10.2796889835,-3705.17084882,6.00743160376,9.06755609114,-3704.58926492,3.80385420694,7.71241405386,-3704.37425176,1.96544490846,5.75517640461,-3703.81035467,1.04937050304,4.24153924314,-3703.38254707,1
9.5794272017,10.3205572101,-3737.64948898,6.01780794304,9.10711077899,-3736.97130527,3.79820626994,7.74910779234,-3736.82902729,1.95714150445,5.78051558976,-3736.35359174,1.04084012264,4.25932657912,-3736.00920689,1
9.60720599668,10.3600394433,-3768.17158043,6.03408980281,9.14052107513,-3767.45643024,3.81299205472,7.77439324515,-3767.28419943,1.95706156392,5.80219380046,-3766.89961347,1.03602813134,4.27558808445,-3766.6402049,1
9.62932309464,10.3930178871,-3793.26289211,6.05199372432,9.16544945681,-3792.56068472,3.83798006683,7.7893652436,-3792.30360002,1.96177431738,5.81877790643,-3791.98875021,1.03329533014,4.28891405131,-3791.80955619,1
9.64215812399,10.4124260163,-3807.96417659,6.06475121839,9.17877167013,-3807.28590768,3.85323017525,7.79800485953,-3806.97882636,1.9651668945,5.82839384682,-3806.70643184,1.02639555315,4.29804251435,-3806.62123468,1
9.64507075201,10.4167585656,-3811.2635819,6.06798207039,9.18155027462,-3810.59167193,3.85599999185,7.8002731927,-3810.27884614,1.9645597989,5.83100503081,-3810.02488113,1.02263625366,4.30060599462,-3809.96734628,1
9.6394764055,10.4087457687,-3805.08721383,6.06163720757,9.17651695325,-3804.40537129,3.85342413303,7.79477731225,-3804.08491507,1.96838491301,5.82526685676,-3803.77908849,1.02915974483,4.29596581648,-3803.67765457,1
9.62523102024,10.3892834808,-3789.86054859,6.04641657625,9.16383162052,-3789.16404955,3.85436302935,7.77781582586,-3788.77406132,1.97967846425,5.81064347706,-3788.32853167,1.04251212897,4.28524863681,-3788.13992196,1
9.60053705825,10.3569110187,-3764.23096839,6.02363982378,9.14072264694,-3763.52953197,3.86463621125,7.74534674618,-3762.97008461,2.00383859153,5.78445945893,-3762.29869618,1.06283089006,4.26781986571,-3761.99500675,1
9.56566835804,10.3120393221,-3728.6379407,5.99837239202,9.10474644511,-3727.96336732,3.88381036627,7.69830985257,-3727.18121686,2.03319522261,5.74965151787,-3726.26063537,1.08610200173,4.24491905869,-3725.80837777,1
9.52173746065,10.2543791292,-3683.56028908,5.97524649055,9.05385547647,-3682.98988862,3.90864213183,7.63892560342,-3682.02553352,2.05818511346,5.70986346857,-3680.93696264,1.10857657645,4.21772095117,-3680.28403857,1
9.46936095206,10.180256095,-3627.72156343,5.95670220261,8.98486066192,-3627.42345018,3.93694387638,7.5669151818,-3626.39110213,2.0774292689,5.66477849744,-3625.23248945,1.13029812034,4.18564857554,-3624.30478161,1
9.4121107541,10.0864022179,-3561.29964343,5.94802038891,8.89471515162,-3561.54093338,3.96810088299,7.48253775368,-3560.58751504,2.10145200583,5.61083825764,-3559.32488132,1.15443837807,4.14794864302,-3558.10736384,1
9.35658658113,9.97316345727,-3487.38173885,5.95918375906,8.78098198606,-3488.44210711,4.00395681748,7.38742002139,-3487.67585863,2.13504554932,5.54825285185,-3486.20289258,1.17636185253,4.10715871159,-3484.86804509,1
9.30732896895,9.84209641398,-3408.74203897,5.99172938307,8.645654998,-3410.86301745,4.04266264719,7.2845210435,-3410.30039794,2.175171191,5.47934066215,-3408.55343573,1.19786676817,4.06385760541,-3407.19878168,1
9.26406353246,9.68927350202,-3323.78352942,6.03772015495,8.49048353623,-3327.22958142,4.07895956206,7.17421108549,-3326.80590707,2.21343130313,5.40534683631,-3324.80095091,1.22675979298,4.01483572214,-3323.2044419,1
9.22555914892,9.51053619975,-3230.57207581,6.09092093532,8.31552441219,-3235.62452292,4.11014907125,7.05536200859,-3235.2281219,2.24388859214,5.3267308515,-3233.03967885,1.25790180602,3.96006745812,-3231.0244945,1
9.19066060397,9.30638146681,-3129.37497702,6.1461376859,8.12334182481,-3136.26627901,4.1362916205,6.92789250829,-3135.78508223,2.2660121238,5.24388380458,-3133.5126416,1.27821352664,3.90310109856,-3131.25473484,1
9.1582823815,9.08461970512,-3023.60559243,6.19723217725,7.92219321282,-3032.42126171,4.15818815501,6.7949379319,-3031.79221439,2.28431101931,5.15768743763,-3029.49081412,1.29104609672,3.84488371075,-3027.14330431,1
9.1267229746,8.85220558995,-2915.89139063,6.23930204932,7.71888140402,-2926.55362105,4.17671937603,6.65879884941,-2925.78162064,2.30576845691,5.06719544692,-2923.40138452,1.30684230861,3.78383271912,-2920.92300571,1
9.09379376802,8.60717345309,-2804.91424511,6.27021576532,7.51238332193,-2817.27596876,4.19510958919,6.51582581754,-2816.41107605,2.33398980063,4.96974105265,-2813.89450769,1.32965801385,3.71807279979,-2811.19040634,1
9.05865752601,8.34968681529,-2690.80149913,6.28827224087,7.30395382421,-2704.69000018,4.21777964956,6.36321299365,-2703.81622805,2.36806376788,4.86555462378,-2701.18680081,1.35822725438,3.64790801106,-2698.19207483,1
9.02164634822,8.08197556645,-2574.92124653,6.2924855507,7.09684140326,-2590.19581341,4.24569815531,6.20173559653,-2589.46207165,2.40257686912,4.75762907632,-2586.77606911,1.38458650679,3.57619047341,-2583.56491269,1
8.98359164014,7.80228410307,-2457.30133067,6.28316280267,6.89141275629,-2473.95096529,4.27732509639,6.03228111434,-2473.6072315,2.43331363982,4.64770334913,-2470.88425787,1.40874112976,3.50286109827,-2467.46877683,1
8.94689244609,7.51119390599,-2339.48073443,6.26214206258,6.68989964798,-2357.66945497,4.30985835834,5.85878792688,-2358.06746909,2.45907432413,4.53818669424,-2355.35943746,1.43291240267,3.42844114819,-2351.67299869,1
8.91517560319,7.21291278276,-2224.68920283,6.23321890097,6.49636297351,-2244.7050256,4.33894758303,5.68870690224,-2246.21820346,2.48157918411,4.43173844944,-2243.61078864,1.45038161088,3.35745668698,-2239.78577074,1
8.89177187758,6.91244349339,-2116.12684063,6.20188844415,6.3133158783,-2138.23246464,4.36068822263,5.52917510675,-2141.08975293,2.50254246569,4.33015521442,-2138.57691397,1.46020818991,3.29209565997,-2134.78060679,1
8.87847645607,6.61368415264,-2015.84371463,6.17536969951,6.13888800012,-2040.09090268,4.37390325262,5.38356307446,-2044.22936875,2.51737547084,4.23666358704,-2041.7371878,1.46609682502,3.23175812816,-2037.97632091,1
8.87531982596,6.31760309419,-1924.16277765,6.16343296738,5.96424184314,-1950.27067148,4.38165099555,5.24937735064,-1955.32193475,2.52047174602,4.15358800915,-1952.7872217,1.4669402454,3.17643094502,-1949.04983216,1
8.88135465337,6.02271597765,-1840.28776678,6.1763529163,5.77627962588,-1867.6658649,4.38982605886,5.12023753672,-1873.07065708,2.51437306535,4.07857877236,-1870.45190529,1.46527693886,3.12426733965,-1866.67703602,1
8.89514828102,5.7291638441,-1763.75516603,6.21423863821,5.57169756706,-1791.70979647,4.39995207703,4.99416379523,-1796.87710725,2.50637764203,4.00798671663,-1794.1836335,1.46241592367,3.07488839664,-1790.37814371,1
8.91468295109,5.43970046133,-1694.54470036,6.26500532113,5.36125693621,-1722.50789422,4.40746502135,4.87574466516,-1726.96343258,2.50261049962,3.93970380503,-1724.2338204,1.45920279581,3.02878050027,-1720.4560594,1
8.93714178974,5.16089286744,-1633.12275436,6.31547988734,5.15975436395,-1660.68018907,4.40790333342,4.77088616459,-1664.15638136,2.50385100886,3.87453817723,-1661.41561747,1.45641458687,2.98658680199,-1657.72057012,1
8.95973177125,4.8966382086,-1579.00948132,6.35722370943,4.97625345368,-1605.81219338,4.39987734238,4.68134211402,-1608.24110225,2.50472713014,3.81521426881,-1605.52700923,1.45439575446,2.94802282417,-1601.89575123,1
8.98016668814,4.64913796761,-1531.36371142,6.38543566709,4.81571451681,-1557.05773121,4.38594615199,4.60442504305,-1558.50119923,2.501014237,3.76333718637,-1555.87148903,1.45258491935,2.91264766825,-1552.23173186,1
8.99695791661,4.41781314935,-1488.99031749,6.39765487528,4.67975095497,-1513.19473659,4.37201192536,4.53339578245,-1513.78180344,2.49604305236,3.71578483805,-1511.23601213,1.45086489474,2.87967451412,-1507.57104081,1
9.00881022385,4.20503491362,-1451.40301673,6.39228145438,4.5709032239,-1473.74629472,4.36045712872,4.46601414125,-1473.74986006,2.49476757061,3.66939834025,-1471.184928,1.45167703729,2.8480179021,-1467.4892178,1
9.01447942233,4.01500565491,-1418.42029006,6.36845984465,4.49159123018,-1438.57843055,4.34726611099,4.40659026532,-1438.46211257,2.49263667722,3.62718383827,-1435.80190507,1.45316287147,2.8185735847,-1432.04917236,1
9.01265709278,3.85420147722,-1390.13803779,6.32634116356,4.44359331326,-1407.87588727,4.33026813787,4.35772272503,-1408.0952355,2.48132087299,3.59431088272,-1405.35467746,1.4459844365,2.79516240381,-1401.64242922,1
9.00218431742,3.72690988273,-1366.23000055,6.2669035702,4.42579983306,-1381.39686568,4.30972017604,4.31798130255,-1382.16427973,2.45722904577,3.57208453261,-1379.40905948,1.42647669248,2.77852831027,-1375.85512391,1
8.98206220043,3.63335923759,-1345.81782219,6.19124299685,4.43443176531,-1358.32833905,4.2827417229,4.28757573999,-1359.62799805,2.42352612313,3.55754580656,-1356.96102444,1.4027126363,2.76489449445,-1353.55810444,1
8.95147079521,3.57267465248,-1328.07370035,6.10150819683,4.46416694519,-1337.93679319,4.24419387344,4.26941536149,-1339.65015134,2.39099651606,3.54376079447,-1337.07768369,1.38554639434,2.74970722685,-1333.68315962,1
8.90954639061,3.543184992,-1312.22008612,6.00129273855,4.50787867391,-1319.54512702,4.19191693191,4.26394783196,-1321.52777772,2.37004613207,3.52393495635,-1318.88570062,1.37672532465,2.73186187904,-1315.44924259,1
8.8543907331,3.54333226586,-1297.40349463,5.89575497721,4.5560585228,-1302.36793355,4.12908850601,4.26657101613,-1304.52089803,2.35789059698,3.4991350951,-1301.74147872,1.37556465816,2.71110065466,-1298.18261136,1
8.78416493511,3.5736302091,-1283.27979692,5.7964315441,4.59464387043,-1286.20465358,4.06642584599,4.26822973674,-1288.54806125,2.34903537746,3.47309794004,-1285.75297508,1.38070848515,2.68833706428,-1281.95673216,1
8.69832857995,3.63473241811,-1270.03257173,5.71471917735,4.61438502178,-1271.57150853,4.0159834783,4.26191852145,-1274.27954544,2.34321091016,3.44757296523,-1271.60451169,1.3880908774,2.66629927162,-1267.57793095,1
8.59739857683,3.72573707789,-1258.0147618,5.65152675954,4.62051861547,-1259.34256155,3.98292018197,4.24804473251,-1262.6754244,2.34124008397,3.42447623799,-1260.20917972,1.39451529665,2.64772635897,-1256.02991121,1
8.48218799426,3.84431333317,-1247.51506738,5.60884849438,4.61571313347,-1250.21721778,3.97437390107,4.22375250602,-1254.33988208,2.34868305551,3.40244835542,-1252.15031226,1.4029674274,2.63262735251,-1247.87292275,1
8.35366036086,3.98712189837,-1238.7258456,5.59922490587,4.58802226421,-1244.48647409,4.00108950261,4.18027688142,-1249.39676755,2.37453016021,3.37641170128,-1247.47804777,1.42065272494,2.61844805098,-1243.11857783,1
8.21189369083,4.1515628176,-1231.72942567,5.62674152499,4.53328312355,-1242.35231321,4.05776619979,4.12121113548,-1248.06153281,2.41647015084,3.34713267502,-1246.33566609,1.44910862731,2.60429779796,-1241.84564696,1
8.05743695441,4.33474172644,-1226.64646161,5.67396318861,4.4721629745,-1244.27882665,4.12270338974,4.06530691773,-1250.87384537,2.45993580578,3.32326037457,-1249.25480439,1.47873156108,2.59408557774,-1244.64753206,1
7.890037232,4.53523185991,-1223.61364406,5.72343935444,4.42570595118,-1250.68706046,4.17912195483,4.02790985153,-1258.23749945,2.49537869482,3.31074852746,-1256.64442649,1.50382765767,2.58999769487,-1251.91534925,1
7.70831736643,4.75408380336,-1222.94899177,5.76608941174,4.40607820414,-1262.01652844,4.22080802991,4.01583507274,-1270.53717231,2.52488277883,3.30935011676,-1268.9976518,1.52893564178,2.5908621622,-1264.11324782,1
7.51384697512,4.98995565856,-1225.16073927,5.79639740888,4.42085789244,-1278.46032315,4.24749514707,4.03021231393,-1287.89732543,2.55502278144,3.31626705257,-1286.65328754,1.557199668,2.59631083334,-1281.6316747,1
7.30896399417,5.24125479345,-1230.68662161,5.8104495784,4.47383838172,-1299.74335928,4.26244242836,4.06773682903,-1309.97466789,2.58857212199,3.32991566896,-1309.38219142,1.58569750251,2.60753119295,-1304.28080182,1
7.0951131944,5.50821100102,-1239.87292249,5.80544048171,4.56617300474,-1325.29704606,4.27028539528,4.12366295308,-1336.22718346,2.62274298281,3.35147884042,-1336.5941814,1.61317907597,2.62444827047,-1331.39695606,1
6.87425214954,5.79118483466,-1252.84268039,5.77926007485,4.69696969824,-1354.13289889,4.27370215235,4.19539599179,-1365.88602253,2.65158633793,3.38412362507,-1367.38431973,1.6367219479,2.64804839977,-1362.10014891,1
6.6485474438,6.09061026187,-1269.0789843,5.73030878507,4.8637468262,-1384.5370777,4.27107886137,4.28438495609,-1397.63107653,2.67082556834,3.43002995094,-1400.21929889,1.65556439608,2.67859552538,-1394.91975294,1
6.67224296514,6.14466606684,-1285.68020618,5.80938111597,4.8891086865,-1412.58287954,4.35373555879,4.30025396192,-1427.94633956,2.72831616732,3.4523650333,-1431.46562833,1.69908186821,2.69920735578,-1426.21100814,1
7.05536736065,5.83445830828,-1302.69294831,6.0816011588,4.68861687142,-1437.55334439,4.56093168794,4.19907383846,-1456.34262302,2.84865920797,3.43232698954,-1460.76264968,1.77709444723,2.70367391714,-1455.57484462,1
7.46129924385,5.50988092159,-1325.85246443,6.34473120591,4.49791769912,-1464.72230054,4.76716807174,4.10593541469,-1487.98384585,2.97310282871,3.41766617875,-1493.44181887,1.85150857524,2.71572012221,-1488.3161396,1
7.88644066785,5.17520392352,-1358.38250643,6.59703801639,4.32725360726,-1497.19909438,4.97132019634,4.02428245114,-1525.50015617,3.09883735523,3.41080366995,-1532.09179,1.92216306835,2.73596815922,-1526.97845332,1
8.32638700798,4.83519918278,-1402.60629767,6.83726527475,4.18772989307,-1537.58583513,5.16836981596,3.96165453511,-1570.86725824,3.21565663786,3.41901061895,-1578.4653966,1.98818725795,2.76494224866,-1573.42228626,1
